STATEFP,COUNTYFP,NAME,NAMELSAD,AGENCY,LARNAME,Tribe Name,State has Criminal Jurisdiction?,PL280?,Retrocession?,Retrocession Date,Partial Jurisdiction?,notes,citations,Uncertain/Needs lawyer confirmation,Error
46,65,Hughes,Hughes County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,69,Hyde,Hyde County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,59,Hand,Hand County,Crow Creek,Crow Creek LAR,Crow Creek Sioux Tribe,0,,,,,,,,
46,101,Moody,Moody County,Flandreau,Flandreau LAR,Flandreau Santee Sioux Tribe,0,,,,,,,,
46,29,Codington,Codington County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,,,,,
46,109,Roberts,Roberts County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,,,,,
46,37,Day,Day County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,,,,,
46,51,Grant,Grant County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,,,,,
46,91,Marshall,Marshall County,Sisseton,Lake Traverse (Sisseton) LAR,Sisseton-Wahpeton Oyate,0,,,,,,,,
46,15,Brule,Brule County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,85,Lyman,Lyman County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,117,Stanley,Stanley County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,17,Buffalo,Buffalo County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,65,Hughes,Hughes County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,69,Hyde,Hyde County,Lower Brule,Lower Brule LAR,Lower Brule Sioux Tribe,0,,,,,,,,
46,71,Jackson,Jackson County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,33,Custer,Custer County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,7,Bennett,Bennett County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,121,Todd,Todd County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,103,Pennington,Pennington County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,95,Mellette,Mellette County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,47,Fall River,Fall River County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,102,Oglala Lakota,Oglala Lakota County,Pine Ridge,Pine Ridge LAR,Oglala Sioux Tribe,0,,,,,,,,
46,85,Lyman,Lyman County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,71,Jackson,Jackson County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,75,Jones,Jones County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,7,Bennett,Bennett County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,121,Todd,Todd County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,95,Mellette,Mellette County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,23,Charles Mix,Charles Mix County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,123,Tripp,Tripp County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,53,Gregory,Gregory County,Rosebud,Rosebud LAR,Rosebud Sioux Tribe,0,,,,,,,,
46,9,Bon Homme,Bon Homme County,Winnebago,Santee LAR,Santee Sioux Nation,0,,,,,,,,
46,137,Ziebach,Ziebach County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,129,Walworth,Walworth County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,41,Dewey,Dewey County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,21,Campbell,Campbell County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,105,Perkins,Perkins County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,31,Corson,Corson County,Standing Rock,Standing Rock LAR,Standing Rock Sioux Tribe,0,,,,,,,,
46,67,Hutchinson,Hutchinson County,Yankton,Yankton LAR,Yankton Sioux Tribe,0,,,,,,,,
46,43,Douglas,Douglas County,Yankton,Yankton LAR,Yankton Sioux Tribe,0,,,,,,,,
46,9,Bon Homme,Bon Homme County,Yankton,Yankton LAR,Yankton Sioux Tribe,0,,,,,,,,
46,23,Charles Mix,Charles Mix County,Yankton,Yankton LAR,Yankton Sioux Tribe,0,,,,,,,,
46,53,Gregory,Gregory County,Yankton,Yankton LAR,Yankton Sioux Tribe,0,,,,,,,,
47,97,Lauderdale,Lauderdale County,Choctaw,Choctaw LAR,Choctaw,0,,,,,Choctaw is primarily in Mississippi where the state does not have jurisdiction,,,
48,373,Polk,Polk County,Unknown,Alabama and Coushatta LAR,Alabama and Coushatta,1,0,,,,,H.R.318 - Ysleta del Sur Pueblo and Alabama and Coushatta Indian Tribes of Texas Restoration Act (1987-88). https://www.congress.gov/bill/100th-congress/house-bill/318/text. ,,
48,323,Maverick,Maverick County,Unknown,Kickapoo Traditional (Texas) LAR,Kickapoo Traditional,1,0,,,,,"P.L  97-429, 96 STAT. 2269 (JAN. 8, 1983). https://www.govinfo.gov/content/pkg/STATUTE-96/pdf/STATUTE-96-Pg2269.pdf.",,
48,141,El Paso,El Paso County,Unknown,Ysleta Del Sur LAR,Ysleta del Sur,1,0,,,,,H.R.318 - Ysleta del Sur Pueblo and Alabama and Coushatta Indian Tribes of Texas Restoration Act (1987-88). https://www.congress.gov/bill/100th-congress/house-bill/318/text. ,,
49,3,Box Elder,Box Elder County,Fort Hall,Northwestern Shoshoni LAR,Northwest Band of Shoshone Nation of Utah,0,,,,,no tribe has consented to cede jurisdiction to Utah,,,
49,21,Iron,Iron County,Southern Paiute,Cedar City LAR,Paiute Indian Tribe of Utah,0,,,,,,"Cohen, F. S. (2024). Cohen's Handbook of Federal Indian Law (N. J. Newton, K. K. Washburn, G. Ablavsky, B. R. Berger, M. Blackhawk, R. S. Davis, D. R. Hedden-Nicely, M. Mills, E. Rosser, J. W. Singer, & M. Steele, Eds.). LexisNexis.",,
49,25,Kane,Kane County,Southern Paiute,Kaibab LAR,Kaibab Band of Paiute Indians,0,,,,,,,,
49,53,Washington,Washington County,Southern Paiute,Shivwitz LAR,Shivwits Band of Paiutes,0,,,,,Tribe name not listed on BIA site,,,
49,45,Tooele,Tooele County,Uintah & Ouray,Skull Valley LAR,Skull Valley Band of Goshute Indians,0,,,,,,,,
49,23,Juab,Juab County,Eastern Nevada,Goshute LAR,Confederated Tribes of the Goshute Reservation,0,,,,,,,,
49,45,Tooele,Tooele County,Eastern Nevada,Goshute LAR,Confederated Tribes of the Goshute Reservation,0,,,,,,,,
49,13,Duchesne,Duchesne County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,35,Salt Lake,Salt Lake County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,43,Summit,Summit County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,15,Emery,Emery County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,9,Daggett,Daggett County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,47,Uintah,Uintah County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,49,Utah,Utah County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,7,Carbon,Carbon County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,51,Wasatch,Wasatch County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,19,Grand,Grand County,Uintah & Ouray,Uintah and Ouray LAR,Ute Indian Tribe,0,,,,,,,,
49,1,Beaver,Beaver County,Southern Paiute,Indian Peaks LAR,Paiute Indian Tribe of Utah,0,,,,,,,,
49,21,Iron,Iron County,Southern Paiute,Indian Peaks LAR,Paiute Indian Tribe of Utah,0,,,,,,,,
49,41,Sevier,Sevier County,Southern Paiute,Koosharem LAR,Paiute Indian Tribe of Utah,0,,,,,,,,
49,31,Piute,Piute County,Southern Paiute,Koosharem LAR,Paiute Indian Tribe of Utah,0,,,,,,,,
49,27,Millard,Millard County,Southern Paiute,Kanosh LAR,Paiute Indian Tribe of Utah,0,,,,,,,,
49,25,Kane,Kane County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
49,37,San Juan,San Juan County,Navajo,Navajo LAR,Navajo Nation,0,,,,,,,,
49,37,San Juan,San Juan County,Ute Mountain Ute,Ute Mountain Ute LAR,Ute Mountain Ute Tribe,0,,,,,,,,
53,47,Okanogan,Okanogan County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,"SENATE BILL REPORT ESHB 2233. (n.d.). | WA.gov. Retrieved August 13, 2025, from https://app.leg.wa.gov/documents/billdocs/2011-12/Htm/Bill%20Reports/Senate/2233-S.E%20SBA%20GO%2012.htm",,
53,65,Stevens,Stevens County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,19,Ferry,Ferry County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,17,Douglas,Douglas County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,25,Grant,Grant County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,43,Lincoln,Lincoln County,Colville,Colville LAR,Colville,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,31,Jefferson,Jefferson County,Olympic Peninsula,Hoh LAR,Hoh,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,9,Clallam,Clallam County,Olympic Peninsula,Jamestown LAR,Jamestown S'Klallam Tribe,0,,,,,jurisdiction is uncertain,JAMESTOWN S�KLALLAM TRIBE TITLE 21 LAW AND ORDER CODE. https://jamestowntribe.org/wp-content/uploads/2018/05/Title_21_Law_Order_4_5_18_Final.pdf. ,,
53,51,Pend Oreille,Pend Oreille County,Spokane,Kalispel LAR,Kalispel,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,"SENATE BILL REPORT ESHB 2233. (n.d.). | WA.gov. Retrieved August 13, 2025, from https://app.leg.wa.gov/documents/billdocs/2011-12/Htm/Bill%20Reports/Senate/2233-S.E%20SBA%20GO%2012.htm",,
53,9,Clallam,Clallam County,Olympic Peninsula,Lower Elwha LAR,Lower Elwha,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,73,Whatcom,Whatcom County,Puget Sound,Lummi LAR,Lummi Tribe,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,9,Clallam,Clallam County,Makah,Makah LAR,Makah,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,33,King,King County,Puget Sound,Muckleshoot LAR,Muckleshoot,1,1,,,,,,,
53,53,Pierce,Pierce County,Puget Sound,Muckleshoot LAR,Muckleshoot,1,1,,,,,,,
53,53,Pierce,Pierce County,Puget Sound,Nisqually LAR,Nisqually,1,1,,,,,,,
53,67,Thurston,Thurston County,Puget Sound,Nisqually LAR,Nisqually,1,1,,,,,,,
53,73,Whatcom,Whatcom County,Puget Sound,Nooksack LAR,Nooksack,0,,,,,jurisdiction is uncertain,"Leonhard, M. B. (2012, June 7). Returning Washington P.L. 280 Jurisdiction to Its Original Consent-Based Grounds. https://blogs.gonzaga.edu/gulawreview/files/2012/06/Leonhard.final_.revised.pdf",,
53,35,Kitsap,Kitsap County,Puget Sound,Port Gamble LAR,Port Gamble S'Klallam Tribe,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,https://app.leg.wa.gov/documents/billdocs/2011-12/Htm/Bill%20Reports/Senate/2233-S.E%20SBA%20GO%2012.htm,,
53,35,Kitsap,Kitsap County,Puget Sound,Port Madison LAR,Suquamish Tribe of the Port Madison Reservation,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,33,King,King County,Puget Sound,Puyallup LAR,Puyallup,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,53,Pierce,Pierce County,Puget Sound,Puyallup LAR,Puyallup,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,9,Clallam,Clallam County,Olympic Peninsula,Quileute LAR,Quileute,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,61,Snohomish,Snohomish County,Puget Sound,Sauk-Suiattle LAR,Sauk-Suiattle,0,,,,,jurisdiction is uncertain,"Leonhard, M. B. (2012, June 7). Returning Washington P.L. 280 Jurisdiction to Its Original Consent-Based Grounds. https://blogs.gonzaga.edu/gulawreview/files/2012/06/Leonhard.final_.revised.pdf",,
53,57,Skagit,Skagit County,Puget Sound,Sauk-Suiattle LAR,Sauk Suiattle,0,,,,,jurisdiction is uncertain,https://app.leg.wa.gov/documents/billdocs/2011-12/Htm/Bill%20Reports/Senate/2233-S.E%20SBA%20GO%2012.htm,,
53,49,Pacific,Pacific County,Olympic Peninsula,Shoalwater LAR,Shoalwater Bay Tribe,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,45,Mason,Mason County,Olympic Peninsula,Skokomish LAR,Skokomish,0,,1,1995,,,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,65,Stevens,Stevens County,Spokane,Spokane LAR,Spokane,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,19,Ferry,Ferry County,Spokane,Spokane LAR,Spokane,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,43,Lincoln,Lincoln County,Spokane,Spokane LAR,Spokane,0,,,,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,,,
53,45,Mason,Mason County,Olympic Peninsula,Squaxin Island LAR,Squaxin Island,1,1,,,,,,,
53,61,Snohomish,Snohomish County,Puget Sound,Stillaguamish LAR,Stillaguamish,0,,,,,jurisdiction is uncertain,"Leonhard, M. B. (2012, June 7). Returning Washington P.L. 280 Jurisdiction to Its Original Consent-Based Grounds. https://blogs.gonzaga.edu/gulawreview/files/2012/06/Leonhard.final_.revised.pdf.",,
53,57,Skagit,Skagit County,Puget Sound,Swinomish LAR,Swinomish,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,61,Snohomish,Snohomish County,Puget Sound,Tulalip LAR,Tulalip Tribes,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,57,Skagit,Skagit County,Puget Sound,Upper Skagit LAR,Upper Skagit,0,,,,,jurisdiction is uncertain,"Leonhard, M. B. (2012, June 7). Returning Washington P.L. 280 Jurisdiction to Its Original Consent-Based Grounds. https://blogs.gonzaga.edu/gulawreview/files/2012/06/Leonhard.final_.revised.pdf.",,
53,41,Lewis,Lewis County,Yakama,Yakama LAR,Yakama Nation,0,,1,2016,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,"SENATE BILL REPORT ESHB 2233. (n.d.). | WA.gov. Retrieved August 13, 2025, from https://app.leg.wa.gov/documents/billdocs/2011-12/Htm/Bill%20Reports/Senate/2233-S.E%20SBA%20GO%2012.htm",,
53,77,Yakima,Yakima County,Yakama,Yakama LAR,Yakama Nation,0,,1,2016,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,"Bureau of Indian Affairs, Interior. (2015, October 20). Acceptance of Retrocession of Jurisdiction for the Yakama Nation. Federal Register. https://www.federalregister.gov/documents/2015/10/20/2015-26620/acceptance-of-retrocession-of-jurisdiction-for-the-yakama-nation",,
53,39,Klickitat,Klickitat County,Yakama,Yakama LAR,Yakama Nation,0,,1,2016,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,"Bureau of Indian Affairs, Interior. (2015, October 20). Acceptance of Retrocession of Jurisdiction for the Yakama Nation. Federal Register. https://www.federalregister.gov/documents/2015/10/20/2015-26620/acceptance-of-retrocession-of-jurisdiction-for-the-yakama-nation",,
53,31,Jefferson,Jefferson County,Taholah,Quinault LAR,Quinault Indian Nation,0,,1,1990,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Compact of Self-Governance Between The Quinault Indian Nation and the United States of America (1990). https://www.tribalselfgov.org/wp-content/uploads/2021/04/Quinault-COmpact.pdf. ,,
53,27,Grays Harbor,Grays Harbor County,Taholah,Quinault LAR,Quinault Indian Nation,0,,1,1990,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Compact of Self-Governance Between The Quinault Indian Nation and the United States of America (1990). https://www.tribalselfgov.org/wp-content/uploads/2021/04/Quinault-COmpact.pdf. ,,
53,27,Grays Harbor,Grays Harbor County,Olympic Peninsula,Chehalis LAR,Confederated Tribes of the Chehalis Reservation,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,67,Thurston,Thurston County,Olympic Peninsula,Chehalis LAR,Confederated Tribes of the Chehalis Reservation,0,,1,1995,"Washington has limited PL280 jurisdiction over: �(1) compulsory school attendance; (2) public assistance; (3) domestic relations; (4) mental illness; (5) juvenile delinquency; (6) adoption proceedings; (7) dependent children; and (8) operation of motor vehicles upon public streets, alleys, roads and highways.�",,Chapter 37.12 RCW INDIANS AND INDIAN LANDS - .JURISDICTION � 10-180. https://suquamish.nsn.us/wp-content/uploads/2016/11/Appx-6-PL-83-280-RCW.pdf. ,,
53,11,Clark,Clark County,Olympic Peninsula,Cowlitz LAR,Cowlitz,0,,,,,jurisdiction is uncertain,"Leonhard, M. B. (2012, June 7). Returning Washington P.L. 280 Jurisdiction to Its Original Consent-Based Grounds. https://blogs.gonzaga.edu/gulawreview/files/2012/06/Leonhard.final_.revised.pdf.",,
55,3,Ashland,Ashland County,Great Lakes,Bad River LAR,Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation,1,1,,,,"NARF website mentions 1 retrocession in 1976, but documentation not found",,,
55,51,Iron,Iron County,Great Lakes,Bad River LAR,Bad River Band of the Lake Superior Tribe of Chippewa Indians of the Bad River Reservation,1,1,,,,,,,
55,83,Oconto,Oconto County,Great Lakes,Forest County Potawatomi LAR,Forest County Potawatomi Community,1,1,,,,,,,
55,41,Forest,Forest County,Great Lakes,Forest County Potawatomi LAR,Forest County Potawatomi Community,1,1,,,,,,,
55,75,Marinette,Marinette County,Great Lakes,Forest County Potawatomi LAR,Forest County Potawatomi Community,1,1,,,,,,,
55,111,Sauk,Sauk County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,63,La Crosse,La Crosse County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,53,Jackson,Jackson County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,123,Vernon,Vernon County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,23,Crawford,Crawford County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,35,Eau Claire,Eau Claire County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,1,Adams,Adams County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,73,Marathon,Marathon County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,81,Monroe,Monroe County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,115,Shawano,Shawano County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,25,Dane,Dane County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
55,141,Wood,Wood County,Great Lakes,Ho-Chunk LAR,Ho-Chunk Nation,1,1,,,,,,,
